row,token_address,name,create_block,create_time,create_hour_utc,create_dow,creator,deployer_prior_launches,deployer_prior_grads,deployer_grad_rate,dev_buy_usd,dev_sell_usd,dev_sell_pct_supply,dev_net_usd,kol_count_final,kol_count_at_entry,combo_k1k2,combo_k1k2k3,combined_notional_k1k2_usd,kol1_7d_win_rate,kol2_7d_win_rate,kol1_name,kol1_buy_block,kol1_buy_usd,kol1_sell_usd,kol1_pnl_usd,kol1_held_at_entry,kol1_holder_count,kol2_name,kol2_buy_block,kol2_buy_usd,kol2_sell_usd,kol2_pnl_usd,kol2_held_at_entry,kol2_holder_count,kol1_kol2_delta_blocks,kol3_name,kol3_buy_block,kol3_buy_usd,kol3_sell_usd,kol3_pnl_usd,kol3_holder_count,kol2_kol3_delta_blocks,kol4_name,kol4_buy_block,kol4_buy_usd,kol4_sell_usd,kol4_pnl_usd,kol4_holder_count,kol5_name,kol5_buy_block,kol5_buy_usd,kol5_sell_usd,kol5_pnl_usd,kol5_holder_count,holder_count_at_entry,holder_growth_kol1_to_kol2,holder_growth_kol2_to_entry,entry_mcap_usd,bonding_curve_pct,age_blocks_at_entry,peak_mcap_usd,low_mcap_usd,graduated,peak_mult_vs_slot2_entry,bnb_price_usd,btc_4h_change_pct,bnb_4h_change_pct,ml_score,current_mcap_usd,signal_mode,signal_mode_label,position_bnb,sl_x,signal_block,signal_tx,deployer_score_signal,deployer_success_rate_signal,deployer_successful_signal,deployer_total_tokens_signal
5,0x69c7f6b80d0e57311023b2877bbb74871ff54444,LunaFable,89788166,2026-03-31T10:46:45.529+00:00,16,1,0x32b6d4ce61ed74740c8c1662e77edefaf68a9d76,0,0,0.0000,0,0,0.0000,-0,2,2,C→A,,90.0799,,,C,89788264,43.2628,,,,45,A,89788410,46.8171,,,,138,146,,,,,,,,,,,,,,,,,,,,138,93.0000,,13434,0.5172,244,,,,,605.70,-0.0050,-0.0042,0.0242,21905,0,NONE,0.0000,0.0000,0x55a0ffa,0xb3bbd80be46f5f5e7b1359a96f8239f7180f409d569637d6bd9347f051266cc2,0.00,0.0000,0,0
6,0xa167534d5c37369cf7b781323c3e631564164444,CLAUDE宠物功能彩蛋,89790710,2026-03-31T11:04:57.183+00:00,18,1,0x0934524b6d1a3939c0b502c0709196ae44e537e2,50,6,0.1200,0,603,0.0000,-603,2,2,C→B,,61.3407,,,C,89790713,39.9335,,,,7,B,89790839,21.4073,,,,80,126,,,,,,,,,,,,,,,,,,,,80,73.0000,,5134,0.1624,129,,,,,605.70,-0.0050,-0.0042,0.2561,7557,0,NONE,0.0000,0.0000,0x55a1977,0xa4a66285d45e904adb6778ce957f7be4348a7cb22c30c93101df897dd5325ea0,14.83,0.1200,6,50
7,0x837762a400263ab978cf4c397d86d1e8c65b4444,币安员工的新工具,89794210,2026-03-31T11:46:12.641+00:00,21,1,0x53ca978b225108ea91d5ed9e670c9943cde804d1,5,0,0.0000,0,519,0.0000,-519,2,2,D→K,,88.8857,,,D,89794300,52.7448,,,,62,K,89796338,36.1408,,,,,2038,,,,,,,,,,,,,,,,,,,,62,,,10675,0.4376,2128,,,,,605.70,-0.0050,-0.0042,0.0310,18039,0,NONE,0.0000,0.0000,0x55a2ef2,0x487cb532b24e1dbc074144370113f8a0d8ac1464c86aebd36af42196a5cb820e,8.00,0.0000,0,5
8,0x062d12809745a77d05448f17af5110a5c0de4444,BIP360 ,89799486,2026-03-31T12:40:14.126+00:00,1,2,0x4c740f8e22fc51c2b96fe3460b90758fe6ec61aa,19,1,0.0526,0,0,0.0000,-0,2,2,B→D,,84.1504,,,B,89802599,21.5399,,,,,D,89803544,62.6105,,,,,945,,,,,,,,,,,,,,,,,,,,0,,,12493,0.7306,4058,,,,,605.70,-0.0050,-0.0042,0.4386,34132,0,NONE,0.0000,0.0000,0x55a4b18,0x89cdc8e762ec2c6195ac0dc88bdce17a3e73be52768c6bafd8b080289397f528,14.40,0.0526,1,19
9,0x547658850a36ac199edbc1c768d8698767634444,The Freedom 4,89808294,2026-03-31T13:17:37.969+00:00,9,2,0xec6f2d05c0f2e7081cf827460e91a17feb702458,111,12,0.1081,0,860,0.0000,-860,2,2,B→A,,80.9303,,,B,89808398,20.1331,,,,45,A,89808496,60.7972,,,,103,98,,,,,,,,,,,,,,,,,,,,103,58.0000,,7301,0.2604,202,,,,,605.70,-0.0050,-0.0042,0.6086,10772,1,PROBE,0.0200,0.6000,0x55a5e70,0xc6b33d9eac1d445dc1bf28a18fbe0c3fa2beb9bfc05b8fd88702b64ffaf932d9,9.57,0.1081,12,111
10,0xe21cbfba56b446b79001c449b881fa597fc44444,Communion,89815851,2026-03-31T14:12:57.585+00:00,15,2,0x147fc5ee41f3c98d46fe190098b4fc28b66d3018,65,4,0.0615,0,1484,0.0000,-1484,2,2,D→B,,95.5519,,,D,89815854,51.8977,,,,5,B,89815876,43.6541,,,,57,22,,,,,,,,,,,,,,,,,,,,57,52.0000,,6165,0.4710,25,,,,,605.70,0.0000,-0.0095,0.0326,21588,0,NONE,0.0000,0.0000,0x55a7b44,0x5b25fde58463568108ed8ba3f4936e3884592a56bc23605c0a38633e3d4dce9c,10.54,0.0615,4,65
11,0x20812ae8b4e9f2380072ed80e81ff534279c4444,Finding My Way Back ,89815910,2026-03-31T14:14:29.894+00:00,15,2,0x543e30a7779866ccaec748cefc997de521d5208f,38,4,0.1053,0,1603,0.0000,-1603,2,2,B→A,,122.9440,,,B,89816035,41.3397,,,,25,A,89816081,81.6042,,,,48,46,,,,,,,,,,,,,,,,,,,,48,23.0000,,12138,0.3796,171,,,,,605.70,0.0000,-0.0095,0.1411,17009,0,NONE,0.0000,0.0000,0x55a7c11,0x0a9b35a8ee11c62788e551b2b064b70ed7ed380d27df04e62eba2db7336c9c67,14.75,0.1053,4,38
12,0x15eaaaeab5b4d998620f5cacc9bb06366c264444,McStar,89816427,2026-03-31T14:17:31.613+00:00,15,2,0xd2225bcf148a613a4c31b8477fd7cd9bdca6f220,5,0,0.0000,0,483,0.0000,-483,2,2,D→B,,88.3199,,,D,89816429,45.3841,,,,4,B,89816485,42.9358,,,,28,56,,,,,,,,,,,,,,,,,,,,28,24.0000,,5306,0.0980,58,,,,,605.70,0.0000,-0.0095,0.0785,6330,0,NONE,0.0000,0.0000,0x55a7da5,0x768cb09d3665b51b7dac83761ef85f76c652916160f8bd16817abf0fde539d94,8.00,0.0000,0,5
13,0xe50699aa606bbd22dfd8d65183d86d23a98d4444,苹果周年庆出现的虚拟人物,89818826,2026-03-31T14:38:46.954+00:00,17,2,0x65afbeabaa30916c823cf3e283026c3308de9429,0,0,0.0000,0,560,0.0000,-560,2,2,B→A,,87.9073,,,B,89819155,31.0627,,,,64,A,89819316,56.8445,,,,160,161,,,,,,,,,,,,,,,,,,,,160,96.0000,,11176,0.4096,490,,,,,605.70,0.0000,-0.0095,0.1340,16765,0,NONE,0.0000,0.0000,0x55a88b4,0x30e883c2076ab6e96255f77599f772cb448bdb5e2ec4f2d2c81e8866ffe37cee,0.00,0.0000,0,0
14,0xd4489745d282bfbb695337499a5b58e895ba4444,SHRIMPS,89808758,2026-03-31T14:45:36.747+00:00,9,2,0xd4367bfd77bb1eef476cb8e570ab1cb0a576a66d,156,15,0.0962,0,0,0.0000,-0,2,2,A→D,,100.5961,,,A,89819633,40.7213,,,,,D,89820227,59.8748,,,,,594,,,,,,,,,,,,,,,,,,,,0,,,14319,0.5697,11469,,,,,605.70,0.0000,-0.0095,0.2833,24666,0,NONE,0.0000,0.0000,0x55a8c43,0x26645ee905c98a3f9b9b82564618f6b060f4f903a6a9f1cf8332cba53c6a1be3,13.14,0.0962,15,156
15,0xe7dfec25c3a30264f07173e0b240470946764444,Porco Rosso,89826456,2026-03-31T15:32:36.181+00:00,0,3,0x5bf716933fb7770e92c96bee624df1bea39b0bfc,0,0,0.0000,0,275,0.0000,-275,2,2,B→A,,81.9016,,,B,89826472,32.4485,,,,11,A,89826491,49.4531,,,,14,19,,,,,,,,,,,,,,,,,,,,14,3.0000,,4735,0.0908,35,,,,,605.70,0.0000,-0.0095,0.1338,5565,0,NONE,0.0000,0.0000,0x55aa4bb,0x04e6bd46e1e5a98a0d885aa84b661a10ab352809017e9f293d76c5debc9d2aa8,0.00,0.0000,0,0
