row,token_address,name,create_block,create_time,create_hour_utc,create_dow,creator,deployer_prior_launches,deployer_prior_grads,deployer_grad_rate,dev_buy_usd,dev_sell_usd,dev_sell_pct_supply,dev_net_usd,kol_count_final,kol_count_at_entry,combo_k1k2,combo_k1k2k3,combined_notional_k1k2_usd,kol1_7d_win_rate,kol2_7d_win_rate,kol1_name,kol1_buy_block,kol1_buy_usd,kol1_sell_usd,kol1_pnl_usd,kol1_held_at_entry,kol1_holder_count,kol2_name,kol2_buy_block,kol2_buy_usd,kol2_sell_usd,kol2_pnl_usd,kol2_held_at_entry,kol2_holder_count,kol1_kol2_delta_blocks,kol3_name,kol3_buy_block,kol3_buy_usd,kol3_sell_usd,kol3_pnl_usd,kol3_holder_count,kol2_kol3_delta_blocks,kol4_name,kol4_buy_block,kol4_buy_usd,kol4_sell_usd,kol4_pnl_usd,kol4_holder_count,kol5_name,kol5_buy_block,kol5_buy_usd,kol5_sell_usd,kol5_pnl_usd,kol5_holder_count,holder_count_at_entry,holder_growth_kol1_to_kol2,holder_growth_kol2_to_entry,entry_mcap_usd,bonding_curve_pct,age_blocks_at_entry,peak_mcap_usd,low_mcap_usd,graduated,peak_mult_vs_slot2_entry,bnb_price_usd,btc_4h_change_pct,bnb_4h_change_pct,ml_score,current_mcap_usd,signal_mode,signal_mode_label,position_bnb,sl_x,signal_block,signal_tx,deployer_score_signal,deployer_success_rate_signal,deployer_successful_signal,deployer_total_tokens_signal
21,0xeda458802d485e7fe55d3616d6f02bf764114444,predict.fun,89752005,2026-03-31T06:14:37.932+00:00,9,3,0xd7bc6bc24b0f66cbfa78df2e3d9e62c294363e40,20,2,0.1000,0,1205,0.0000,-1205,2,2,B→A,,108.2003,,,B,89752078,32.8975,,,,73,A,89752139,75.3028,,,,169,61,,,,,,,,,,,,,,,,,,,,169,96.0000,,12639,0.3691,134,,,,,609.32,0.0136,0.0071,0.5569,15098,1,PROBE,0.0200,0.6000,0x559824b,0xa9ab6ccb5e8674c1ea0fe8398735d16e76c8cd37cdebe4ccf6c5aac6ca6e893d,25.93,0.1000,2,20
22,0x887ee6d7cba3d342530d5defbeb13a7409d34444,Post-Quantum Coin,89738116,2026-03-31T06:29:19.162+00:00,22,2,0x796c23cea6b5be155a20cbda5f9ad7e2fd1ab456,0,0,0.0000,0,9,0.0000,-9,2,2,C→D,,79.5160,,,C,89738389,39.2920,,,,7,D,89754096,40.2240,,,,,15707,,,,,,,,,,,,,,,,,,,,7,,,4976,0.3415,15980,,,,,609.32,0.0136,0.0071,0.1168,13950,0,NONE,0.0000,0.0000,0x55989f0,0xc9e52a06476889ff582497da0826b59f80e40d6ee05b8f688b3ccb91e0c29f2c,0.00,0.0000,0,0
23,0x9c8bd5a0c35411e99ade185a33958bdccfe44444,苹果AI APP公布,89754475,2026-03-31T06:32:49.625+00:00,11,3,0x3acaf3edb63000b615bee89ffb0effa997bcced8,38,4,0.1053,0,1062,0.0000,-1062,2,2,C→A,,83.5563,,,C,89754486,37.6670,,,,9,A,89754564,45.8893,,,,70,78,,,,,,,,,,,,,,,,,,,,70,61.0000,,6437,0.2130,89,,,,,609.32,0.0136,0.0071,0.1374,9199,0,NONE,0.0000,0.0000,0x5598bc4,0x54fa219339832995cc525ac2154c9ed97e1bbcc4a3a618669e969e6e9e65dd37,11.31,0.1053,4,38
24,0x8cc75c24af78ba0a1156512961104b617c774444,🔮 Predict邪教,89754780,2026-03-31T06:48:37.248+00:00,11,3,0xc694bc91de4b6397abfbabc9d1293c4ffc2f2863,28,1,0.0357,0,807,0.0000,-807,2,2,D→C,,80.0048,,,D,89756592,36.3930,,,,59,C,89756672,43.6118,,,,153,80,,,,,,,,,,,,,,,,,,,,153,94.0000,,6556,0.3980,1892,,,,,609.32,0.0136,0.0071,0.2426,16352,0,NONE,0.0000,0.0000,0x5599400,0xc6b0e8d0d1e878b347e38bed68d63786a7bf0d930044f11edf4c40cdc3c82b6d,11.92,0.0357,1,28
25,0xf8dfa0462daa47dd446c5ce1a832684214c74444,Meme 3.0,89763570,2026-03-31T07:40:40.571+00:00,19,3,0xd4367bfd77bb1eef476cb8e570ab1cb0a576a66d,156,15,0.0962,0,836,0.0000,-836,2,2,C→E,,50.8233,,,C,89763604,36.5548,,,,33,E,89763607,14.2686,,,,39,3,,,,,,,,,,,,,,,,,,,,39,6.0000,,7564,0.2248,37,,,,,609.32,0.0136,0.0071,0.0607,9594,0,NONE,0.0000,0.0000,0x559af17,0xe8052efd2ac1eb626ff7ef9c758e372621073c53b0d13271424b427fb40dadd1,13.14,0.0962,15,156
26,0xa197db2353187f7e69d08f5f167c2fa4f9924444,Q,89757124,2026-03-31T07:48:05.890+00:00,13,3,0xeeefff8ce2710fa490e0fcb794235e873c252d2e,66,13,0.1970,0,0,0.0000,-0,2,2,D→C,,80.0079,,,D,89757127,44.4144,,,,5,C,89764599,35.5935,,,,,7472,,,,,,,,,,,,,,,,,,,,5,,,8429,0.0275,7475,,,,,609.32,0.0136,0.0071,0.4883,4465,0,NONE,0.0000,0.0000,0x559b2f7,0x286106b2783f868b2dd65f9f40e23f9d39c417365c439c6ab4b79fb92b181d60,25.78,0.1970,13,66
27,0x5f5a1e237081b1514dad925e07a3833ea1e84444,Q,89764535,2026-03-31T07:50:38.396+00:00,20,3,0x543e30a7779866ccaec748cefc997de521d5208f,38,4,0.1053,0,491,0.0000,-491,2,2,E→C,,46.2757,,,E,89764579,19.9398,,,,38,C,89764938,26.3359,,,,122,359,,,,,,,,,,,,,,,,,,,,122,84.0000,,11358,0.1166,403,,,,,609.32,0.0136,0.0071,0.4065,6877,0,NONE,0.0000,0.0000,0x559b44a,0x9ce4be2cbbe4ef944aee1b24ae9ff5e786d4185e216a66caa8c158d0398dd9c5,14.75,0.1053,4,38
28,0xe3a0bd9a6d1249058f44f8da4bbcb4f2efc04444,predict吉祥物,89752287,2026-03-31T08:06:58.547+00:00,9,3,0x1ef832120aa68c650e84df4769c5d9616d914014,96,6,0.0625,0,868,0.0000,-868,2,2,B→A,,123.8055,,,B,89752318,48.3287,,,,41,A,89767119,75.4768,,,,,14801,,,,,,,,,,,,,,,,,,,,41,,,9486,0.6100,14832,,,,,609.32,0.0136,0.0071,0.1782,27055,0,NONE,0.0000,0.0000,0x559bccf,0xec08e6e86a96eecd75998cb705579fa9e802ec464a3243275dae0b43e3c603f4,12.21,0.0625,6,96
29,0x05f824076a7020433d46739f20161399215c4444,笑哭,89766096,2026-03-31T08:26:06.450+00:00,21,3,0x1f6ffc85622304c68340dbaf3f80ddc7bc824de3,0,0,0.0000,0,436,0.0000,-436,2,2,A→D,,120.7967,,,A,89766338,53.5102,,,,133,D,89769666,67.2865,,,,,3328,,,,,,,,,,,,,,,,,,,,133,,,13030,0.7995,3570,,,,,609.32,0.0136,0.0071,0.0590,38891,0,NONE,0.0000,0.0000,0x559c6c2,0xd3233f55f72458519d57a03ebcfe7e11932bed5bdf628062096da800ff822e5f,0.00,0.0000,0,0
30,0x28f80d8e2fd8bb60a2481ba72bbe45b54e864444,拉黑,89773577,2026-03-31T08:55:36.926+00:00,3,4,0xef3a2e8f40257eedb1a51111360bb3f97773cfaa,12,1,0.0833,0,861,0.0000,-861,2,2,C→A,,105.2106,,,C,89773584,64.2134,,,,8,A,89773602,40.9972,,,,74,18,,,,,,,,,,,,,,,,,,,,74,66.0000,,7284,0.3245,25,,,,,609.32,,,0.0053,13266,0,NONE,0.0000,0.0000,0x559d622,0xd931e754e744db2602943b9754f50041a09713733517ce43a228c9a21dd4097b,-0.33,0.0833,1,12
31,0x7c0830b66317c2382896426bb721fc12522f4444,央视最新纪录片中的数字虚拟币,89777411,2026-03-31T09:25:27.510+00:00,6,4,0xc694bc91de4b6397abfbabc9d1293c4ffc2f2863,28,1,0.0357,0,425,0.0000,-425,2,2,C→E,,56.1805,,,C,89777454,37.4018,,,,9,E,89777576,18.7787,,,,51,122,,,,,,,,,,,,,,,,,,,,51,42.0000,,5209,0.1947,165,,,,,609.32,,,0.2499,8605,0,NONE,0.0000,0.0000,0x559e5a8,0xfdb7bb0719d2b0a6147affecf0316ab05fb76c8e1eb5cadac97a47fa694e4229,11.92,0.0357,1,28
32,0x8b93cb579692653ab4e18aec45ca99fd41074444,改变人生,89780084,2026-03-31T09:44:26.025+00:00,8,4,0xe731f2fda1dc51d229657c3cbae46214692026a1,3,2,0.6667,0,1005,0.0000,-1005,2,2,D→A,,94.4473,,,D,89780094,51.5240,,,,7,A,89780107,42.9233,,,,75,13,,,,,,,,,,,,,,,,,,,,75,68.0000,,8877,0.5998,23,,,,,609.32,,,0.2267,26474,0,NONE,0.0000,0.0000,0x559ef8b,0xa11bdcd553112bb287ffd86ea3d4ffed353173f805c0e29d90c9beaccfa73eb5,60.67,0.6667,2,3
33,0x1ab9f206b2ecd5c10f1eb17851b9b3c89feb4444,改变人生,89780099,2026-03-31T09:45:37.614+00:00,8,4,0x92d693a469cee71422af071b70df6d24125da075,122,17,0.1393,0,0,0.0000,-0,2,2,C→I,,545.6327,,,C,89780103,182.1017,,,,11,I,89780162,363.5310,,,,74,59,,,,,,,,,,,,,,,,,,,,74,63.0000,,27459,1.0000,63,,,,,609.32,,,0.7950,53742,1,PROBE,0.0300,0.6000,0x559efc2,0xdcf05bd42475b344c469e8749639a907b68d34cf340b48c8bfbf59f084a0c1f9,16.76,0.1393,17,122
34,0x9f391279cc2ab9e22768599fc7d0252644804444,BNB changed my life,89780116,2026-03-31T09:45:38.706+00:00,9,4,0x1d0e439a1f53d1547f378587a0a55c2083af54c7,0,0,0.0000,0,9722,0.0000,-9722,2,2,C→B,,406.3007,,,C,89780214,354.1795,,,,137,B,89780239,52.1211,,,,344,25,,,,,,,,,,,,,,,,,,,,344,207.0000,,53742,1.0000,123,,,,,609.32,,,0.0061,53742,0,NONE,0.0000,0.0000,0x559f00f,0x9312a6b38117ac3069225fa456133efe96b92bffcab0cae5424b04a9bd77c8a5,0.00,0.0000,0,0
1,0xb2a5d5d194a5f19477d8e0dba610f68a1c814444,改变人生,89780304,2026-03-31T09:47:30.329+00:00,9,1,0x50e10fda939c5160eb35683bbaeb7c506b2efda1,0,0,0.0000,0,2760,0.0000,-2760,2,2,C→B,,65.8289,,,C,89780323,44.8328,,,,27,B,89780513,20.9961,,,,96,190,,,,,,,,,,,,,,,,,,,,96,69.0000,,10347,0.8132,209,,,,,605.70,-0.0050,-0.0042,0.1204,39592,0,NONE,0.0000,0.0000,0x559f121,0xb4c45f49e4afb105ab9023320a19cba7782c4e3a1418cdac9671d815ff191293,0.00,0.0000,0,0
2,0xa694cb9b8240a9a7dc6ea2c2a5fa8d99ca684444,MEME changed my life,89781381,2026-03-31T09:54:34.504+00:00,10,1,0xae8c69909e4395113b8d146247e8eecf489cbd0a,7,0,0.0000,0,465,0.0000,-465,2,2,C→B,,66.3508,,,C,89781432,46.2330,,,,25,B,89781458,20.1178,,,,45,26,,,,,,,,,,,,,,,,,,,,45,20.0000,,10042,0.1496,77,,,,,605.70,-0.0050,-0.0042,0.0575,7178,0,NONE,0.0000,0.0000,0x559f4d2,0xad7944332e5c0b8022723a8552d9867767a3806de00cd47cbd76c634fe51edc5,-1.05,0.0000,0,7
3,0x43bceadbd1389e11e2826c70d1e0db98da374444,加密技术 仍将继续存在,89786045,2026-03-31T10:29:22.553+00:00,14,1,0x815f173371323a3f8ea9bf15059e91c9577ef7a7,34,7,0.2059,0,333,0.0000,-333,2,2,C→B,,55.8741,,,C,89786084,37.3274,,,,21,B,89786097,18.5467,,,,27,13,,,,,,,,,,,,,,,,,,,,27,6.0000,,4888,0.0735,52,,,,,605.70,-0.0050,-0.0042,0.1972,5130,0,NONE,0.0000,0.0000,0x55a06f1,0xf072dcae678607c4b13aea65a6e98693ec82c596ee791fbcce7ebe6b7622523e,21.44,0.2059,7,34
4,0x5b19f06d69170f2ba3e040a968161cc63f354444,加密技术仍将继续存在,89786083,2026-03-31T10:29:46.538+00:00,14,1,0xa9ee9ef3e0e0bcf6501f117015776bcb3b8cc794,13,2,0.1538,0,2043,0.0000,-2043,2,2,C→A,,121.9942,,,C,89786092,47.9756,,,,19,A,89786145,74.0185,,,,184,53,,,,,,,,,,,,,,,,,,,,184,165.0000,,10983,0.4759,62,,,,,605.70,-0.0050,-0.0042,0.0346,19850,0,NONE,0.0000,0.0000,0x55a0721,0x60738e7d92ef3dc71a41279a5ec8a530514cee0a0c54d58c477be3d3155ffa05,21.41,0.1538,2,13
