deployer,total_tokens,rugged,honeypots,successful,avg_lifespan_hours,success_rate,rug_rate,score,first_seen_block,last_seen_block
0x1c059de7e47da08f16214bd44ec990f5efce3b41,1,0,0,0,0.0,0.0,0.0,0.0,87840192,87840192
0x1c05e30eb5dcfa001391eb9e5637c61397549b16,1,0,0,0,0.0,0.0,0.0,0.0,87325765,87325765
0x1c5f853b13ceaaa224e7595c2c74491aafefa2cf,1,1,0,0,0.0,0.0,1.0,-78.1847,87235470,87235470
0x1ce7dec12ebffbbef83b9508e2f55a1be5071328,3,0,0,0,0.0,0.0,0.0,4.0,87851160,88180324
0x1d92ac464735a2232da0eb62899e1171a5bedc57,1,0,0,0,0.0,0.0,0.0,0.0,87067214,87067214
0x1e328b86409e3f6f0eb3cc277b8b83ba15cf4d1f,1,0,0,0,0.0,0.0,0.0,0.0,86940646,86940646
0x1e779cfc22bd0d85f2c891c3815180a2d28ec074,2,0,0,1,0.0,0.5,0.0,22.4022,87078674,87864822
0x1ecf819647d0ad03443113d2f9c311c1538cce32,8,1,0,0,0.0,0.0,0.125,-1.3616,86750271,87280034
0x1ef832120aa68c650e84df4769c5d9616d914014,96,5,0,6,0.0,0.0625,0.052083,12.2089,86844127,89217010
0x1f406743ca1022574b403ebf35450cdb12819a40,4,1,0,2,0.0,0.5,0.25,6.0044,87774782,88519833
0x21d598db36f64488a760d39a7a4fc0ee1507d8eb,2,0,0,0,0.0,0.0,0.0,0.0,88008584,88040438
0x228c74280932182a5daa50b5d1616892d2dcfaaf,1,0,0,0,0.0,0.0,0.0,0.0,89069888,89069888
0x23a6bb06cd1613cf9bc49497f6857dbe31dd990f,13,0,0,1,0.0,0.076923,0.0,17.5501,87054229,88451166
0x23a8d81a21f9d99c993ff733085cf1fca8062f83,12,0,0,0,0.0,0.0,0.0,11.1398,86911572,89234835
0x23cee3b38998893f880c4c8f8e297e7c77313761,49,3,0,7,0.0,0.142857,0.061224,19.3687,86749841,87701401
0x2457153a31bf204478df6f6cd39004c09ec7be17,1,0,0,0,0.0,0.0,0.0,0.0,88848332,88848332
0x249f5c4c816dc95763d8a3c7a0dc8812b939b7c7,2,0,0,0,0.0,0.0,0.0,0.0,87061849,87318533
0x24fc15e45e6700c46ff083b5e22a0086a695d468,1,0,0,0,0.0,0.0,0.0,0.0,88240461,88240461
0x253e3662ec5565e3a479413551e45cb8d1814213,3,0,0,1,0.0,0.333333,0.0,47.3474,87314103,89004417
0x255532467e47c05476f8e7f3c2ab63e567b276b7,1,0,0,0,0.0,0.0,0.0,0.0,86944695,86944695
0x2565420984763d0575eebf16f91dee634224bc9f,2,0,0,0,0.0,0.0,0.0,0.0,87627276,87627742
0x25cd3073058e890a4544a34b50b5ec0014f59b99,1,0,0,0,0.0,0.0,0.0,0.0,87509561,87509561
0x262685f8d19e85731289eed6f0c6343de8f96f41,1,0,0,0,0.0,0.0,0.0,0.0,87227949,87227949
0x26d682b794556683685713c63808b54758bfedc9,1,0,0,0,0.0,0.0,0.0,0.0,89062254,89062254
0x276dc48f05ac93ae92f7f7f92c47ab5644f35ad0,11,0,0,1,0.0,0.090909,0.0,14.9207,86911553,87895532
0x27cd33e941c0da402b20650f4d1381a4b6f08461,1,0,0,0,0.0,0.0,0.0,0.0,88804606,88804606
0x2812fcab8046acf310bf5349e0f1d0ac79ac9dbf,6,0,0,2,0.0,0.333333,0.0,36.5308,86845527,88576432
0x2836148c5178b16edbf426f41e684ae26cb2d403,1,0,0,0,0.0,0.0,0.0,0.0,88205274,88205274
0x28d63f4be70b928767b54296c1ee9d208376b054,1,0,0,0,0.0,0.0,0.0,0.0,87048080,87048080
0x29313b882dec930bdeff70b454049bfa250be315,1,0,0,0,0.0,0.0,0.0,0.0,88232339,88232339
