deployer,total_tokens,rugged,honeypots,successful,avg_lifespan_hours,success_rate,rug_rate,score,first_seen_block,last_seen_block
0x6804b7ba2d8eb982cc94529525caa65f4781536d,1,0,0,0,0.0,0.0,0.0,0.0,88767708,88767708
0x6835b874050e857b84d6226c646b4bec26e5948d,1,1,0,0,0.0,0.0,1.0,-77.8996,88202268,88202268
0x683a5c4fc0b0f4ce4ffaa589d2c72922d6b57819,2,0,0,0,0.0,0.0,0.0,0.0,86831596,87224748
0x68d1a4f5b0fe50072b5b887b68787cd06d25f129,2,0,0,0,0.0,0.0,0.0,2.0812,87351790,88858443
0x694cc4a9203047882539ccdc56bb5d269e83bad4,24,1,0,1,0.0,0.041667,0.041667,9.3525,86750355,88231466
0x6a0b92f1247f27b669503b19a8b21850bfb0f30f,1,0,0,1,0.0,1.0,0.0,43.1615,88655043,88655043
0x6a900ee716a579a6ea984015697de9fbf98989fc,35,0,0,3,0.0,0.085714,0.0,16.2704,86905299,89010601
0x6a9a2d39e2882126363d3cfa35945dfd18e55edc,1,0,0,0,0.0,0.0,0.0,0.0,87809724,87809724
0x6b2d3030a564c573fbf5165d7096273e6beabd47,1,0,0,0,0.0,0.0,0.0,0.0,88031416,88031416
0x6c278b612efb99a34611bfeeffe0d095fdcadcb4,1,0,0,0,0.0,0.0,0.0,0.0,87085465,87085465
0x6c8ab6bd67d4df8d131e952edcb00b7e77183b60,6,0,0,1,0.0,0.166667,0.0,33.8333,88073421,88278166
0x6d10600006aca67d923da100b2c2f2c270d1c9b3,1,0,0,0,0.0,0.0,0.0,0.0,87719867,87719867
0x6d3a4313d2b8c93fef5a6d4c6667a05cd754735d,1,0,0,0,0.0,0.0,0.0,0.0,89225240,89225240
0x6eacf770b8f36eb3a5c50490d9550fb91e354e3e,4,0,0,1,0.0,0.25,0.0,16.201,89174749,89206337
0x70977572d18da959f979ca5b146541149b252476,1,0,0,0,0.0,0.0,0.0,0.0,87057378,87057378
0x71bb70d482f53af54f29ef0720ee03acf1f68409,6,0,0,0,0.0,0.0,0.0,10.6937,86869715,88217673
0x72e9a3e8bc027ca329e6d643d23640bd4942b844,1,0,0,0,0.0,0.0,0.0,0.0,86905261,86905261
0x74e08c7f64575fc17e02d295b26f6d1d77be3abb,1,0,0,0,0.0,0.0,0.0,0.0,87082596,87082596
0x75715535a8164b6478131121e6937afe3cb4e331,1,1,0,0,0.0,0.0,1.0,-77.8469,87243779,87243779
0x75a7521e219cf936d2df63c93f1cd49a8de63b0d,4,0,0,1,0.0,0.25,0.0,33.8069,87018728,88796012
0x7646153bf82d4ce7bb22d511815b8e451619af2d,1,0,0,1,0.0,1.0,0.0,42.794,89057949,89057949
0x7659e29a1a08c770c7fb7845f38bc1571dce1d75,1,0,0,0,0.0,0.0,0.0,0.0,86856627,86856627
0x78667855f74bbe1e64718a97f33a824fab79ff09,13,2,0,1,0.0,0.076923,0.153846,2.946,86846011,88463325
0x789800dedc9ef2d039359122d836482f1f4fc326,5,0,0,0,0.0,0.0,0.0,8.0,87249567,88640008
0x78ea14991fd7c4cb38796a5b4b17ad93081e02b9,6,0,0,1,0.0,0.166667,0.0,24.9644,86837491,87883351
0x78f5cd1fdab75fbcac1cc79438e95b205f6fa37e,1,0,0,0,0.0,0.0,0.0,0.0,87826763,87826763
0x79797058fcfd5939cdd8b9865644cf65d08a2c18,2,0,0,0,0.0,0.0,0.0,0.0,86858195,86862272
0x7997512bedeb5579c2bb7c4762500391c7ca4ac8,19,0,0,0,0.0,0.0,0.0,10.8235,86852635,88670207
0x7a87986743b61499d436a0bb4a1edfa60e04749c,1,0,0,0,0.0,0.0,0.0,0.0,88439295,88439295
0x7b2d40d77d45dce5c4e8487b10edf1e6459227a1,1,0,0,0,0.0,0.0,0.0,0.0,87660591,87660591
0x7b709259de8c4753bf48c5eccdf3b6fbfd4c5aad,2,1,0,0,0.0,0.0,0.5,-39.051,87232932,88474701
0x7bddcafff7e86eacb984a94247d41655277fb22b,11,0,0,3,0.0,0.272727,0.0,22.7146,86904470,89175584
0x7d5fa5c1702431fb2630a826ed8cf47206df8c0f,1,0,0,0,0.0,0.0,0.0,0.0,88439951,88439951
0x7da21429ed0953e1b4fd3cfbd3ae4b0d9a73969b,1,0,0,0,0.0,0.0,0.0,0.0,87479756,87479756
0x7dcf275735184a51ade69c7c8e6e54c2dd23aeef,2,0,0,0,0.0,0.0,0.0,0.0,86902151,87221948
0x7e043336ed98fb1aef5cae2606b39bc9a3180e68,2,0,0,0,0.0,0.0,0.0,0.0,87719719,88223393
0x7eaf232fff53499fd3ead3c93924671b149e4837,6,2,0,0,0.0,0.0,0.333333,-16.9832,87066343,88657328
0x7eb196384c5dfd9515841636fad826603f1b8e84,8,1,0,0,0.0,0.0,0.125,-0.2486,87051176,88764713
0x7f98d401dbdbdf95b35aa9fe2574227e333ebbe5,1,0,0,0,0.0,0.0,0.0,0.0,88859806,88859806
0x8024c6561ec0fdf0bba1dd29babd288386f0011b,1,0,0,0,0.0,0.0,0.0,0.0,88038668,88038668
0x803254cfe22cdc624adfce6451452a70b9e499e8,1,0,0,0,0.0,0.0,0.0,0.0,87628339,87628339
0x8069247cecb0b99c6a3fb090f2930f4bcdb8fc14,1,0,0,1,0.0,1.0,0.0,51.2514,89006825,89006825
0x809527906019ab2757bd3becff88972b86cd4912,1,0,0,0,0.0,0.0,0.0,0.0,88755046,88755046
0x814e534d3459e006daec2c2239e42c61163e34f4,1,0,0,0,0.0,0.0,0.0,2.9334,87814723,87814723
0x815d142957a532874ccf22420fa114a62b34779f,3,0,0,0,0.0,0.0,0.0,5.1594,87113741,88838282
0x815f173371323a3f8ea9bf15059e91c9577ef7a7,34,2,0,7,0.0,0.205882,0.058824,21.4362,86780696,89213796
0x81a67ddd046cfd44754e9da64da0373661da321a,4,0,0,0,0.0,0.0,0.0,4.0,86901987,88469594
0x81b8e69713b5a4c4de2c33000766f7b8741a3f33,1,0,0,0,0.0,0.0,0.0,0.0,88010457,88010457
0x8202212fe67ab5e01dbd3febc7319947cb4fb244,3,0,0,0,0.0,0.0,0.0,6.5993,88102228,88273824
0x822c5b72dd0055c90d6a311b1b30e0b53a713893,4,0,0,0,0.0,0.0,0.0,4.0,86829659,88037365
0x83306a97ca130559e4872161a354e9674b07b096,1,0,0,1,0.0,1.0,0.0,81.0725,87835493,87835493
0x839e64bc3a8af5c868669f9b68e4c753e958cfa7,1,0,0,0,0.0,0.0,0.0,0.0,88854608,88854608
0x83af79a6c76f875741456f9bfc0fc9a412632e24,1,0,0,0,0.0,0.0,0.0,0.0,87713841,87713841
0x85ce6f1069b039ef4b7b4749fd311250cd79145b,1,0,0,0,0.0,0.0,0.0,3.5036,88041605,88041605
0x863b57626519e071b9fcc24408a6ed22e9058e79,1,0,0,1,0.0,1.0,0.0,39.5826,88272254,88272254
0x86962ac5345b7df41532737576b441bc064775ed,1,0,0,0,0.0,0.0,0.0,0.0,86849993,86849993
0x889cd168c32a4ca2b133c43e611a23227a6b8d85,1,0,0,0,0.0,0.0,0.0,0.0,88037021,88037021
0x88bf626c2120ed3a73d523c350b167206d68e61d,2,0,0,0,0.0,0.0,0.0,0.0,87084026,88472308
0x89845f6a7a7fcf0626aee216e15108f9e1366fa4,1,0,0,0,0.0,0.0,0.0,0.0,87277163,87277163
0x898e078888fff214f516cea29a3ac2207e8eac7a,1,0,0,0,0.0,0.0,0.0,0.0,88567069,88567069
0x8a27abb1bded62d78929990d8853728e151a78c8,1,0,0,0,0.0,0.0,0.0,0.0,88365617,88365617
0x8a2fc3c6619016afcb992e9021f71a3d4287ad13,1,0,0,0,0.0,0.0,0.0,1.7332,88613304,88613304
0x8a726d0ed8afcf08234f10f9afc017fff1a54269,2,0,0,1,0.0,0.5,0.0,23.305,86872135,87633751
0x8aa9ad83edd1506cd874eefe2b157031a96ce00b,13,0,0,2,0.0,0.153846,0.0,18.1263,86868323,89220758
0x8affc031878725c6bac78d53d74d73e80fdb0cd4,3,0,0,0,0.0,0.0,0.0,4.0,86920277,89250010
0x8b70c3021ddb295cab6359d0fc9442612265b4d6,1,0,0,0,0.0,0.0,0.0,0.0,87398702,87398702
0x8bcedf4ef44de7e9919df8f0d3f8b9268e2fbeba,1,0,0,0,0.0,0.0,0.0,2.1008,89232353,89232353
0x8c33797491a5b1dab4a132817299d8f52beb4ace,1,0,0,0,0.0,0.0,0.0,0.0,87471693,87471693
0x8cce196458b6d37199c83ae0cba51f78e1945ded,1,0,0,0,0.0,0.0,0.0,0.0,87325152,87325152
0x8cd81589283f53c4eef4a2e6c3887cf234a3ec41,1,0,0,0,0.0,0.0,0.0,0.0,87373698,87373698
0x8dbef7eee8c691dc802f8e563112eb3adcbb5b23,101,5,0,10,0.0,0.09901,0.049505,16.3505,86754430,89249631
0x8e634413c6c1155f8cb58bfcbf70c7d00a9cea89,12,2,0,1,0.0,0.083333,0.166667,1.3006,86896732,88824546
0x8f63d19d8d194c4e5c2ffdb18eb2e5252f45f5d8,1,0,0,0,0.0,0.0,0.0,0.0,87717629,87717629
0x900ff2bcca6f124dc5245a06f6988a79b52c6f84,1,0,0,0,0.0,0.0,0.0,0.0,87249274,87249274
0x90c03fa6c5723fc6cd6d10295135a2f752050c41,1,0,0,0,0.0,0.0,0.0,0.0,86903285,86903285
0x9151ef27b5d14a47eee8f312983ee7cd87c9cf75,2,0,0,1,0.0,0.5,0.0,20.0,87022021,87218847
0x92578b93a926ca078a8188d6badfa7386affd4e7,4,0,0,0,0.0,0.0,0.0,4.0,87249385,88659542
0x926b631451983a79c543f47bb92dc71618e32d0e,1,0,0,0,0.0,0.0,0.0,3.4761,88022287,88022287
0x92b740537b705a5f5783120b52855c271e612281,1,0,0,0,0.0,0.0,0.0,0.0,87462137,87462137
0x92d693a469cee71422af071b70df6d24125da075,122,3,0,17,0.0,0.139344,0.02459,16.7625,86751706,89175013
0x92e995844b71b0da995a4b5c59ba0b8e74fc266b,1,0,0,0,0.0,0.0,0.0,0.0,86894644,86894644
0x92fee5fbae5193e02af05f89d9501d732baf8233,1,0,0,1,0.0,1.0,0.0,46.6144,87896552,87896552
0x93908561f67d6205a965b447809f49b3bf405a6b,1,0,0,0,0.0,0.0,0.0,0.0,89036002,89036002
0x963984993520c54f374829a54e2c28bc2f2cbddf,4,0,0,0,0.0,0.0,0.0,7.5585,87701203,87718436
0x965a857867d729807f7d58a4927d421b81b791b7,1,0,0,0,0.0,0.0,0.0,3.9482,87230996,87230996
0x9679a1f00b502a91b79409b5fa4769c5bf3948f2,1,0,0,0,0.0,0.0,0.0,0.0,87994771,87994771
0x9684ed6dd3ceb96a34a68cefba9f02ab7633821c,1,0,0,0,0.0,0.0,0.0,0.0,87703990,87703990
0x96f5da4c341296190e90ce5fd4b93d837b9fdcdb,2,0,0,0,0.0,0.0,0.0,2.273,87314996,87325117
0x9706688a146aff2d2717e06663d3fd1cbdd11653,4,0,0,0,0.0,0.0,0.0,4.0,87798865,88273307
0x9741f919cdce00324e7712c162a150de98ff0202,5,0,0,1,0.0,0.2,0.0,19.6024,86938597,87334655
0x97a1c2efb9cafb6ef1f149bf2b8f3285871e342b,1,0,0,0,0.0,0.0,0.0,0.0,89254924,89254924
0x983418c0db64e04c917797260531a0a8a80a63a4,1,1,0,0,0.0,0.0,1.0,-78.4354,88270472,88270472
0x98586e28689a2d114d84597c6ec556671aca8562,6,0,0,0,0.0,0.0,0.0,11.3432,88839794,89143428
0x98ca0330c8efbcc4fa695d849a9789bc83b32891,2,0,0,0,0.0,0.0,0.0,3.4373,86911287,88094397
0x99a6a6e20b5c09c120e8ba14831559d504b4f312,20,0,0,1,0.0,0.05,0.0,13.882,87438576,89254868
0x99dc8a05e8decae70211ea6f74d7cc29dd163af3,5,0,0,0,0.0,0.0,0.0,8.0,86860853,87818971
0x9a330e6e4fe241af16eefd02c38ca7e66488fb1a,1,0,0,1,0.0,1.0,0.0,42.0,87553101,87553101
0x9a4f7638dee6c88fca72d3f1cd47743ee4912cf9,1,0,0,0,0.0,0.0,0.0,0.0,87501738,87501738
0x9a51d9fecd5c7026e2cfa32854f27d0976e6c2d0,13,0,0,1,0.0,0.076923,0.0,11.0769,87147439,89013830
0x9a99671f24c402c2abb5c753e96dc68a7c85edb6,1,0,0,0,0.0,0.0,0.0,0.0,87649433,87649433
0x9b07564d6ef6dc1fbabeabb4cb19b7039c29f149,6,1,0,0,0.0,0.0,0.166667,-3.2884,86881624,88376721
0x9b199d4f1bb60fdddfa652aa877306d0f2aeeaaa,1,0,0,1,0.0,1.0,0.0,40.0,87454389,87454389
0x9b57e777e3c8b721425e07d41d1cdd6d7acc3278,1,0,0,0,0.0,0.0,0.0,0.0,87067648,87067648
0x9c13d5338a7cd9148ab32ac735f733cb1245422a,2,0,0,0,0.0,0.0,0.0,0.0,88276934,89059428
0x9c701dec4120629207b519cfc4fca620b8b7de22,8,1,0,1,0.0,0.125,0.125,6.4759,86870358,87454974
0x9c8838360d856ad32f26ea91474593de2305ca52,22,0,0,1,0.0,0.045455,0.0,12.3811,87718928,88425483
0x9cecbcb1d232afb419f69b1cc5875e4c29e003ed,2,0,0,0,0.0,0.0,0.0,0.0,88398060,89127022
0x9d729dd97bbd2185e12938dbda2f4db66eda9519,1,0,0,0,0.0,0.0,0.0,3.3036,87426216,87426216
0x9d7fc33db503a0cb7bc906db733f53ba33fcc274,3,0,0,0,0.0,0.0,0.0,4.0,87423976,87431448
0x9da496f90090245d006115f3002d488f2d631169,2,0,0,1,0.0,0.5,0.0,37.5,86911548,87232035
0x9e021739174c058a8947182f2659f9639f6ae8d0,27,0,0,1,0.0,0.037037,0.0,11.7282,86753737,89239098
0x9e1f0f86f5335be54cea232ae922ad3dda97cabc,1,0,0,0,0.0,0.0,0.0,0.0,88019599,88019599
0x9ea0a27bce074ff5a6c03b49518048be1555fa95,1,0,0,0,0.0,0.0,0.0,0.0,87245040,87245040
0x9eadeca1ebe1f6d339184f61505bac9fff9aa2c5,1,0,0,0,0.0,0.0,0.0,0.0,86898077,86898077
0x9ef862a13df9e24b82477f739d6142e04d294b45,1,0,0,0,0.0,0.0,0.0,0.0,88963170,88963170
0x9f193cfe01d486cfafe73de3c15ea2701fcfb034,1,0,0,0,0.0,0.0,0.0,0.0,87423445,87423445
0x9f7e8209754b545764a99911f4a45e5b0e5905d7,5,0,0,0,0.0,0.0,0.0,10.8583,87098824,89059724
0xa01ee46fd96c02e4eabf7c5889e79328f02819bd,1,0,0,0,0.0,0.0,0.0,0.0,87895626,87895626
0xa076422a3731930180576286c896574117df0451,2,0,0,0,0.0,0.0,0.0,2.3718,86920284,88906994
0xa07c0ba78be732348a64fa264cf8026e79bab3d5,2,0,0,0,0.0,0.0,0.0,0.0,86852216,89086286
0xa13cdeeef5dfcfec5e0c93cea05fad24b734ad9d,1,0,0,0,0.0,0.0,0.0,0.0,86780718,86780718
0xa206d7c65a828f05ae8662c204c5626a751d93ac,1,0,0,0,0.0,0.0,0.0,0.0,87661310,87661310
0xa24d7064fe00e12b7277b5fe507406a5a9735e53,1,0,0,0,0.0,0.0,0.0,2.4043,88596179,88596179
0xa37062d5ad23fca7d41ad83137a9c438ae21349a,12,0,0,1,0.0,0.083333,0.0,18.6285,86850778,88790787
0xa3c049a943e31e19a35061984a76025dd2a70e77,3,0,0,0,0.0,0.0,0.0,6.6075,87098383,87450571
0xa410d5591b2b85d5176c402deddfb23135928ec7,1,0,0,0,0.0,0.0,0.0,0.0,88773941,88773941
0xa415512dbf16889959ee526c758eeafccba26da9,14,0,0,0,0.0,0.0,0.0,8.0,86751128,88456569
0xa478d46c8304b5f3c187a5427ba224ec001849cb,1,0,0,0,0.0,0.0,0.0,0.0,89046762,89046762
0xa4d774a333bb49810e9c51ee708c0bffb80b6e9d,1,0,0,1,0.0,1.0,0.0,39.5348,88709210,88709210
0xa60e892ab5fbf4754e3052b7643e48a1bd6b3065,4,0,0,2,0.0,0.5,0.0,36.4987,87130454,88848983
0xa642279609a6cb1c8a1ef8b723e3feb1224c194c,1,0,0,0,0.0,0.0,0.0,0.0,88397150,88397150
0xa79d205b5bde85767c9dcb12d83808aec9c0d9b3,5,0,0,0,0.0,0.0,0.0,10.0759,86749668,86944970
0xa83b73f5644cde337b61da79589f10ea15548811,3,0,0,1,0.0,0.333333,0.0,20.0337,87841576,89020568
0xa86a4e037f355c1ba48cad4933669bded77e594c,5,0,0,1,0.0,0.2,0.0,37.6814,88213737,88794550
0xa9ee9ef3e0e0bcf6501f117015776bcb3b8cc794,13,0,0,2,0.0,0.153846,0.0,21.4124,86879345,88656225
0xaa44ed93e77fcecffaeaca990d3f0666ca9a2a8e,1,0,0,0,0.0,0.0,0.0,0.0,89070535,89070535
0xaad2dec94f0074a9ab4d0767df848a52788a5a85,1,0,0,1,0.0,1.0,0.0,47.0924,88862430,88862430
0xac0ca59b4afe2082e0a2a2b3d96e154b364a3ea4,6,0,0,2,0.0,0.333333,0.0,26.7759,87135198,89206427
0xacfd93db723a5255241551675fc9fb9f01dbdced,1,0,0,0,0.0,0.0,0.0,0.0,87707364,87707364
0xadfce9d91cd52b76819c8d9f71964d51dcb8d263,3,0,0,0,0.0,0.0,0.0,4.0,88222137,88271866
0xae0ae9487065b20d190a21e870c98aa7912b90bb,28,0,0,5,0.0,0.178571,0.0,23.7423,86873812,89240828
0xae8c69909e4395113b8d146247e8eecf489cbd0a,7,1,0,0,0.0,0.0,0.142857,-1.0525,86856706,87628967
0xaedb3031af179afed2c655ee2cca4483fdf8a17b,1,0,0,0,0.0,0.0,0.0,0.0,89208595,89208595
0xaf02ed92699c10b0d70da0d75474dd4b34655689,26,2,0,2,0.0,0.076923,0.076923,13.9421,87214653,88772302
0xaf8de02b59c40b5a22b3f45f904bc774795ebe59,3,0,0,0,0.0,0.0,0.0,5.6815,87211999,88478285
0xb1bb5b5a92c028240658cd03d3c60d7cd831bf00,10,1,0,0,0.0,0.0,0.1,1.3954,87721723,88968529
0xb1f93b7951d53d93bc84bf55cfd4f67a019c7cfa,1,0,0,0,0.0,0.0,0.0,0.0,87715439,87715439
0xb23369ad9bc4c8190964b765b14020e43a1407a3,2,0,0,0,0.0,0.0,0.0,0.0,86861068,86863836
0xb28d0ff21b8ae32f3601816a3fdff7faec94d137,5,0,0,0,0.0,0.0,0.0,8.0,86896497,87864254
0xb3934c8806ba5afacaa8564396b5d70e30bde03b,2,0,0,0,0.0,0.0,0.0,2.6836,88085365,88452998
0xb3d0b2a8700ee22ce12d33bd304c5275a32b9274,2,0,0,0,0.0,0.0,0.0,0.0,86945392,88076027
0xb405cfd0958f86d5a4e6f5fc519624055324382b,3,0,0,1,0.0,0.333333,0.0,49.0,86867343,87227225
0xb41d1207acfc5626aa61ab1a09abf7c220e1e434,2,0,0,0,0.0,0.0,0.0,0.0,86893595,86903384
0xb44e527632f7bf15ef1741667a13bf7e1f6fe4b9,1,0,0,0,0.0,0.0,0.0,0.0,88342421,88342421
0xb469ee92850af5a7b9e8b81766cc42314c95d043,1,0,0,1,0.0,1.0,0.0,45.0812,88074250,88074250
0xb53fba5533244773967913bd8cdd07897c492719,3,0,0,0,0.0,0.0,0.0,7.4732,87219040,87993007
0xb5755853145efd17d464176bec0aebbd253f9c24,8,1,0,1,0.0,0.125,0.125,6.1405,87986905,88947573
0xb65d4a7c86bfa8b50be280d98aa6ac165941c77e,1,0,0,0,0.0,0.0,0.0,0.0,88408065,88408065
0xb6ea88b6e37443d18b77428f79ef28e5a55d400f,1,0,0,0,0.0,0.0,0.0,0.0,87844169,87844169
0xb746b26b94d14374333bd6ddd0f12d96be721f00,4,0,0,0,0.0,0.0,0.0,4.0,86843955,87577868
0xb750cb317ce8a4c94f18da436e8dcb82489ffb47,2,1,0,0,0.0,0.0,0.5,-37.7608,88679501,89278891
0xb83ae281cbd1a3eece0fef1a13ca0a5b268e3c81,16,0,0,1,0.0,0.0625,0.0,13.2009,86847422,89231195
0xb854c84c540e711356778bc46d929f25c3188430,1,0,0,0,0.0,0.0,0.0,0.0,87453590,87453590
0xb8836f67e8a279712d512bf3f00fb0cf3a4285e2,1,0,0,0,0.0,0.0,0.0,0.0,87235360,87235360
0xb883cb044e8225adbd8f6d7656dc6f43bf55a9b7,1,0,0,0,0.0,0.0,0.0,0.0,87062806,87062806
0xb8b52201463adc5793be32ed15359e01542f06ba,1,0,0,0,0.0,0.0,0.0,2.7819,87224164,87224164
0xba781e8592216bc28f8279b1ff09d9a24ee48705,5,1,0,1,0.0,0.2,0.2,1.5678,87127296,88226285
0xbb6acb5719c9f9a795a0c556e1423944ada77199,1,0,0,0,0.0,0.0,0.0,0.0,87090502,87090502
0xbc3adb3819a18f4d9303d4313e3fe463dca157ba,1,0,0,0,0.0,0.0,0.0,0.0,89185687,89185687
0xbc640a169dcbc4873eb99bce6b66a470f639b9e7,1,0,0,1,0.0,1.0,0.0,40.0,89020454,89020454
0xbc955ca56a2affc0f7d485bb0639bfa81662eb49,4,0,0,1,0.0,0.25,0.0,18.5186,86898957,87024691
0xbca1cf24a02950981d4a25d2ea532f2a131010ff,10,0,0,1,0.0,0.1,0.0,26.0564,86911553,88478256
0xbd98ed1ea4b6284c162238740584c6ace4b4e288,2,0,0,0,0.0,0.0,0.0,0.0,87128155,87323461
0xbea9c26b291e4a67d95dd238cebb9a3ce607522a,2,0,0,0,0.0,0.0,0.0,0.0,87227781,87312901
0xbf05250cecb57258a8baf32df953ad123f795dce,1,0,0,0,0.0,0.0,0.0,0.0,87086726,87086726
0xbf6a2a7df36b97c849eab4e49cdeb1051081e0ac,1,0,0,0,0.0,0.0,0.0,0.0,87229766,87229766
0xbfe79e2b134edea02a27971ec5f5cd6f86808c35,1,0,0,0,0.0,0.0,0.0,0.0,88776939,88776939
0xbfea38e4e5006e1af51d699420e3a282eac7cf0e,1,0,0,0,0.0,0.0,0.0,0.0,88032058,88032058
0xc05be905431727c81aa2ff1e7f3f18410d412fa8,1,0,0,0,0.0,0.0,0.0,0.0,88580912,88580912
0xc08a4b847770c731fbed22ec5346344e6033309e,1,0,0,0,0.0,0.0,0.0,0.0,88035627,88035627
0xc22716deb67f01d4da5e6772a1bb45763251c7f6,2,0,0,1,0.0,0.5,0.0,20.0,87067442,87124419
0xc23357ae253701aa6bf4eda6ebb0ff99fab04131,1,0,0,0,0.0,0.0,0.0,0.0,86909403,86909403
0xc2e9cd167eb456807ced8108fd608f7ba67902e6,2,0,0,0,0.0,0.0,0.0,0.0,87042367,87812259
0xc2f4fc59fa44502aaf7ea33546b89693a69f9f6a,1,0,0,0,0.0,0.0,0.0,0.0,87041962,87041962
0xc4011f1b79dda4667126255fbbaec5a07c89abc6,1,0,0,0,0.0,0.0,0.0,0.0,87293323,87293323
0xc4865c53882b9f6f7c1ffaf080c1ee0865f5834d,1,0,0,0,0.0,0.0,0.0,0.0,88855502,88855502
0xc4aacf79dfcf0734ed122d5a5813fec192adf087,1,0,0,1,0.0,1.0,0.0,40.0,87072776,87072776
0xc4e921c2fae4554716190988ed0ed13051d93d95,5,0,0,0,0.0,0.0,0.0,8.0,87319725,88425964
0xc55d3c892477d44b002ff0b150fc7372e6967532,1,0,0,0,0.0,0.0,0.0,0.0,86930291,86930291
0xc5a2119df7a617747734c42c91783d604a61b77d,1,0,0,0,0.0,0.0,0.0,0.0,86848192,86848192
0xc5e39c5f47917556c42df062151827e4eb4a6314,1,0,0,0,0.0,0.0,0.0,0.0,87111456,87111456
0xc61407e4cbcaf4c71913bdf7f3ff205145a96e15,2,0,0,0,0.0,0.0,0.0,0.0,87051164,87051353
0xc694bc91de4b6397abfbabc9d1293c4ffc2f2863,28,1,0,1,0.0,0.035714,0.035714,11.9249,86848055,89178772
0xc6b73cb9259f8e7446d9dcf7a579a7e0a049f706,3,0,0,0,0.0,0.0,0.0,4.0,88680165,89083021
0xc714f7d0744d72f9490c66908f4805b2cfdaf784,1,0,0,0,0.0,0.0,0.0,0.0,86928571,86928571
0xc726a8868cceec8bc9846bd68dda71c9496b6f63,1,0,0,0,0.0,0.0,0.0,0.0,86859561,86859561
0xc7646e164c00eec3d97a6a9c93f9c5ff93242b57,1,0,0,1,0.0,1.0,0.0,40.0,87114888,87114888
0xc7c471c5687b931c98caa7260ba1f3ffebff130b,1,0,0,0,0.0,0.0,0.0,0.0,87049752,87049752
0xc82cc3e9af1f87ef89354a26f12f5b0d231893db,13,0,0,4,0.0,0.307692,0.0,26.6314,87061998,89004917
0xc883709f1ac0f4a2b3230cc20a1669eb9a2552a9,1,0,0,0,0.0,0.0,0.0,2.002,87453931,87453931
0xc8bc18d4e5e996f9b6c8b8b76cda8584c0874778,1,0,0,0,0.0,0.0,0.0,2.6841,87904990,87904990
0xc9185dd5696e45e743c26270ae83c6c80b9818a4,3,0,0,1,0.0,0.333333,0.0,20.4999,86759001,86956578
0xc937a2e034b7dbbce005653c82737003fed680ab,1,0,0,0,0.0,0.0,0.0,0.0,86922116,86922116
0xc9979f04105ef5bd1a8f1f812d5d43ed0ab129be,1,0,0,0,0.0,0.0,0.0,0.0,88160755,88160755
0xc9a4b2390f1cb6acce46f6e69cbcfccbffe4bf68,1,0,0,1,0.0,1.0,0.0,40.487,88221208,88221208
0xc9f01cdfd6d672ecc5538082301c4f63a31b5e4f,2,0,0,0,0.0,0.0,0.0,0.0,87339313,88174551
0xca43174eab80dbcb647613c4737d495594e92a32,1,0,0,0,0.0,0.0,0.0,0.0,86899757,86899757
0xcb21ce234cb177f11dc5c5bbca62400a43307694,1,0,0,0,0.0,0.0,0.0,2.7169,87455889,87455889
0xcb58d56244b96fde226439734002997fbafbd69c,6,0,0,0,0.0,0.0,0.0,8.0,86944763,87331987
0xcb65a4da832210ce85dfe92890705f001faa4e94,1,0,0,0,0.0,0.0,0.0,1.257,87645072,87645072
0xcb6e5fc891ea3d3e07c5505ddb5e2bbacb27a093,1,0,0,1,0.0,1.0,0.0,40.0,88468007,88468007
0xcdbb9732175a9eeebb1815f73e71f47ba545ca88,2,0,0,0,0.0,0.0,0.0,2.6899,87366044,87372492
0xce2a75f63d827f166c1cd30a69228bfd18539a17,1,0,0,0,0.0,0.0,0.0,1.6152,87123353,87123353
0xcfe9a892122e26bdc632d9f6c14814c1a894f874,8,0,0,0,0.0,0.0,0.0,9.5172,87230711,88238419
0xd08751b9bf31d1cb8baa854267c3829aacacb3de,30,0,0,4,0.0,0.133333,0.0,33.6928,86856574,89238923
0xd2225bcf148a613a4c31b8477fd7cd9bdca6f220,5,0,0,0,0.0,0.0,0.0,8.0,86749529,88677577
0xd2a601ffefc41e7a0cee6169a682b2c92ae0ea22,1,0,0,0,0.0,0.0,0.0,2.8813,88010613,88010613
0xd35dbc8648480807080e7e831bbff479a585f8e4,1,0,0,0,0.0,0.0,0.0,0.0,86897473,86897473
0xd3d21c3efe4aac43cad819e930ad6f005d1b7b2e,4,0,0,0,0.0,0.0,0.0,4.0,86894824,88784482
0xd41feaa24dede516a501862cf1f376defb811772,22,0,0,2,0.0,0.090909,0.0,16.2475,86851464,88954926
0xd42c3c55a3da49743b89276e1784e2aab10a6ed7,1,0,0,0,0.0,0.0,0.0,3.0087,88465279,88465279
0xd4367bfd77bb1eef476cb8e570ab1cb0a576a66d,156,8,0,15,0.0,0.096154,0.051282,13.1429,86752571,89239096
0xd44e17d5daeab4ec126e2c8395758b55f959298b,17,0,0,3,0.0,0.176471,0.0,29.311,86905268,89234027
0xd466df04fd0dec5fa9a3c44442589626bb7f6c7b,2,0,0,1,0.0,0.5,0.0,45.2834,88839375,88858502
0xd46c089bf6a0f73388701b4cc7c2c205555ffd20,1,0,0,0,0.0,0.0,0.0,0.0,87702144,87702144
0xd5a53789bbf3226af70d6337ebc7c091e27efca6,3,0,0,2,0.0,0.666667,0.0,59.755,87099293,87469042
